ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc
33887,SP,29,HERM AXLINE,,17,USA,"Manistique, MI","5' 11""",150 lbs,Right,Right,Manistique,-,Average,HS Junior,3,NEU,85-87 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,3,0,0,0,107,87,5,33,30,43,128,2.52,0.28,1.21,11.2,0.4,7.3,3.6,10.8,3,0,0,0,0,2.7,0,3.4,3.7,Slot,-,Average
33582,LF,29,GUS BAILEY,,16,USA,"Kansas City, MO","5' 8""",155 lbs,Left,Left,Lawrence,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,20,20,104,94,38,13,0,0,20,30,6,3,13,0.404,0.447,0.543,23.7,10.3,0.138,0.427,0.989,0.413,0,1,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33997,2B,20,JOE BAILEY,,17,USA,"Ithaca, NY","6' 0""",165 lbs,Right,Right,Friendship,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,108,97,44,15,5,3,30,34,5,3,23,0.454,0.477,0.804,37.6,16.1,0.351,0.521,1.281,0.436,0,1.9,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33520,C,12,JOE BARNES,,16,USA,"West Springfield, MA","5' 9""",160 lbs,Right,Right,Watertown,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,122,101,41,13,2,4,30,41,19,8,19,0.406,0.504,0.693,37.6,15.6,0.287,0.502,1.197,0.416,0,2,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
35521,CF,12,RED BARNETT,,20,USA,"Carlisle, PA","5' 9""",155 lbs,Left,Left,Indianapolis Tech,-,Fair,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,48,48,241,216,67,9,5,1,35,55,22,3,15,0.31,0.375,0.412,38.3,6.5,0.102,0.35,0.787,0.31,0,-0.3,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33756,CF,33,BILL BARRETT,,17,USA,"Vineland, NJ","6' 0""",160 lbs,Left,Left,Vineland,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,128,104,53,15,4,3,34,51,18,4,22,0.51,0.595,0.817,54.6,25.9,0.308,0.582,1.413,0.515,0,3,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33895,CF,23,FREDDIE BATTEN,,16,USA,"Haverhill, MA","6' 0""",165 lbs,Left,Left,Haverhill,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,120,104,44,10,2,2,26,33,11,4,14,0.423,0.479,0.615,32.2,12.8,0.192,0.459,1.094,0.424,0,1.5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33723,SP,18,BOB BAUMGART,NO HANDS,20,USA,"Omaha, NE","5' 11""",170 lbs,Switch,Right,Springfield State,-,Great,CO Sophomore,4,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,3,5,0,0,0,96.2,101,12,58,57,59,61,5.31,0.283,1.66,15.2,1.1,9.4,5.5,5.7,1,0,0,0,0,5.48,0,-0.4,0.1,Slot,-,Average
33829,C,25,HUCK BAYNE,,17,USA,"Knoxville, TN","6' 2""",185 lbs,Left,Right,Liberty,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,105,87,37,13,2,2,21,35,16,6,17,0.425,0.524,0.69,34,17.6,0.264,0.516,1.213,0.443,0,1.8,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33975,CF,12,AL BELL,,17,USA,"Lebanon, IL","5' 11""",165 lbs,Right,Right,Lebanon,-,Average,HS Junior,1,EX FB,80-83 Mph,Over the Top,Normal,25,25,128,116,52,12,2,0,30,36,10,3,14,0.448,0.496,0.586,35.3,14.5,0.138,0.47,1.082,0.46,0,1.7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33948,C,25,KEN BENSON,,17,USA,"Richmond, VA","5' 10""",175 lbs,Right,Right,Varina,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,23,23,117,110,43,14,0,0,23,30,5,7,14,0.391,0.427,0.518,25.2,9.6,0.127,0.415,0.946,0.417,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33563,SS,13,EARL BERGH,,17,USA,"Philadelphia, PA","6' 0""",150 lbs,Right,Right,Caldwell,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,111,96,41,14,6,0,23,37,11,7,20,0.427,0.486,0.698,37,16.4,0.271,0.489,1.184,0.456,0,1.7,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
34314,LF,20,TONY BERMUDA,,20,USA,"New York, NY","6' 1""",180 lbs,Right,Right,Richmond State,-,Good,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,41,41,205,188,53,10,1,6,27,43,15,19,17,0.282,0.341,0.441,30,5.8,0.16,0.343,0.783,0.288,0,-0.4,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33556,SP,7,ED BIRCH,WOODY,17,USA,"Natchez, MS","5' 11""",155 lbs,Right,Right,Milford,-,Average,HS Junior,4,GB,89-91 Mph,Normal (3/4),GB'er,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,8,4,0,0,0,120.1,92,2,31,29,50,151,2.17,0.287,1.18,10.7,0.1,6.9,3.7,11.3,3,0,0,0,0,2.18,0,4.9,5,Slot,-,Average
33879,2B,22,JOE BISHOP,,16,USA,"Pittsburgh, PA","5' 9""",140 lbs,Right,Right,Allderdice,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,27,27,138,112,50,12,5,2,30,37,19,6,19,0.446,0.526,0.696,43.9,15.8,0.25,0.51,1.222,0.449,0,2.3,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33932,CF,15,RANDY BIVENS,,17,USA,"Fairport Harbor, OH","5' 10""",155 lbs,Left,Left,Fairport Harbor,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,21,21,109,94,37,9,2,2,25,35,6,7,13,0.394,0.45,0.596,30,12.7,0.202,0.446,1.045,0.398,0,1.2,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33548,CF,15,DON BOOTH,,19,USA,"Farragut, TN","5' 10""",165 lbs,Left,Left,College of Waco,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,47,47,239,224,71,12,6,1,35,51,10,3,19,0.317,0.352,0.438,38.3,6.3,0.121,0.342,0.789,0.318,0,0,0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33955,LF,8,FRANK BOOTH,,17,CAN,"Ottawa, ON","6' 0""",175 lbs,Left,Left,Gulfport,-,Average,HS Junior,3,NEU,75-80 Mph,Normal (3/4),Normal,20,20,102,91,37,10,0,4,26,37,9,8,14,0.407,0.471,0.648,28.3,12.9,0.242,0.479,1.119,0.418,0,1.4,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33513,3B,14,ROY BOSWORTH,,16,USA,"Memphis, TN","6' 1""",175 lbs,Right,Right,Marianna,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,22,22,114,92,41,10,0,2,23,31,17,5,12,0.446,0.536,0.62,33.6,15.9,0.174,0.492,1.155,0.453,0,1.8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33961,SP,9,ED BOWMAN,,17,USA,"Wharton, TX","6' 2""",165 lbs,Switch,Right,Wharton,-,Average,HS Junior,3,NEU,87-89 Mph,Normal (3/4),Normal,9,9,46,39,14,7,2,3,13,16,2,3,12,0.359,0.386,0.872,11,8.7,0.513,0.47,1.258,0.314,0,0.6,0,10,5,13,13,6,4,0,0,0,100.1,88,5,43,41,69,115,3.68,0.287,1.56,14.2,0.4,7.9,6.2,10.3,1.7,0,0,0,0,3.65,0,1.9,2,Slot,-,Average
33791,SP,45,DOM BOYD,,17,USA,"Norfolk, VA","6' 3""",175 lbs,Left,Right,Elizabeth City,-,Average,HS Junior,3,NEU,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,4,0,0,0,116.2,100,4,44,40,65,118,3.09,0.274,1.41,12.8,0.3,7.7,5,9.1,1.8,0,0,0,0,3.32,0,2.7,3,Slot,-,Average
33571,C,38,FRANK BRADBERRY,,16,USA,"Detroit, MI","6' 0""",170 lbs,Right,Right,Rochester,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,135,112,46,15,3,2,30,43,16,8,20,0.411,0.492,0.652,38.2,14.5,0.241,0.477,1.144,0.427,0,1.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33560,1B,9,DUTCH BREUNIG,,20,USA,"Erie, PA","6' 1""",210 lbs,Right,Right,Grange College,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,54,54,271,253,84,15,1,3,55,62,14,3,19,0.332,0.37,0.435,42.4,6.5,0.103,0.355,0.805,0.327,0,0.2,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33891,RF,4,JESSE BROCK,,17,USA,"Evanston, IL","5' 7""",135 lbs,Left,Left,Westcott Vocational,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,116,97,39,13,2,2,23,29,11,6,17,0.402,0.483,0.639,34.7,14.6,0.237,0.477,1.122,0.407,0,1.6,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33549,SP,20,CHARLIE BROTHERTON,,17,USA,"Mandan, ND","6' 2""",170 lbs,Right,Right,Volga,-,Average,HS Junior,2,NEU,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,2,0,0,0,82.2,62,3,18,16,23,87,1.74,0.245,1.03,9.4,0.3,6.8,2.5,9.5,3.8,0,0,0,0,2.44,0,3,3.8,Slot,-,Average
33860,SP,9,BOB BROWN,,17,USA,"Northfield, MA","6' 1""",175 lbs,Right,Right,Northfield,-,Average,HS Junior,4,NEU,85-87 Mph,Normal (3/4),Normal,22,22,110,107,39,7,0,0,23,27,2,7,7,0.364,0.373,0.43,17.7,6.8,0.065,0.354,0.803,0.386,0,0.4,0,3,1,15,15,10,1,0,0,0,109,86,3,24,23,26,131,1.9,0.285,1.03,9.4,0.2,7.1,2.1,10.8,5,0,0,0,0,1.92,0,4.9,5.1,Slot,-,Average
33782,SS,16,JIM BROWN,,20,USA,"Kansas City, KS","5' 11""",160 lbs,Right,Right,Northern Mississippi,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,61,61,308,276,80,8,2,4,44,60,26,15,14,0.29,0.354,0.377,43.3,5.6,0.087,0.329,0.731,0.292,0,-0.2,0,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33909,SP,5,PAUL BROWN,,17,USA,"East Orange, NJ","6' 1""",155 lbs,Left,Left,East Orange,-,Average,HS Junior,5,NEU,88-90 Mph,Normal (3/4),Normal,24,24,122,114,45,6,1,1,26,41,2,5,8,0.395,0.4,0.491,23.1,8.3,0.096,0.381,0.891,0.396,0,0.7,0,1,1,15,10,6,1,0,0,0,74.1,53,2,15,13,20,106,1.57,0.282,0.98,9.1,0.2,6.4,2.4,12.8,5.3,0,0,0,0,1.59,0,3.5,3.4,Slot,-,Average
33809,RF,79,SKINNY BROWN,,20,USA,"Ann Arbor, MI","5' 10""",175 lbs,Left,Left,Cookeville State,-,Average,CO Sophomore,1,NEU,80-83 Mph,Sidearm,Normal,49,49,246,220,65,10,1,6,37,45,24,4,17,0.295,0.367,0.432,37.7,6.4,0.136,0.353,0.799,0.281,0,0.2,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33500,RF,2,BILLY BRYANT,,16,USA,"Newark, NJ","6' 0""",170 lbs,Left,Left,Claude,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,137,111,47,13,0,4,30,46,19,3,17,0.423,0.504,0.649,39.4,15.2,0.225,0.482,1.152,0.402,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33913,CF,3,DAVE BRYANT,,17,USA,"Sacramento, CA","5' 10""",150 lbs,Left,Left,Christian Brothers,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,127,117,50,13,0,0,30,40,5,5,13,0.427,0.46,0.538,30.5,11.5,0.111,0.429,0.998,0.446,0,1.3,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33872,1B,10,FRANK BUNCH JR.,,17,USA,"Port Jervis, NY","5' 11""",170 lbs,Left,Left,Port Jervis,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,113,97,50,10,4,1,29,46,10,3,15,0.515,0.55,0.732,41.8,19.8,0.216,0.531,1.282,0.51,0,2.1,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33514,CF,82,BILL BURKETT,,20,USA,"Somerville, MA","5' 11""",165 lbs,Left,Right,Eastern State,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,63,63,319,272,73,13,6,8,49,59,39,17,27,0.268,0.365,0.449,54.8,7.1,0.18,0.356,0.813,0.26,0,1.1,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33531,CF,6,TURKEY BURKETT,,17,USA,"Buffalo, NY","5' 10""",150 lbs,Left,Left,Newfane,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,21,21,106,81,35,11,3,1,23,32,15,8,15,0.432,0.544,0.679,36.3,17.8,0.247,0.505,1.223,0.466,0,1.7,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33925,3B,3,MARTY BURNETT,,16,USA,"Pittsburgh, PA","6' 1""",175 lbs,Right,Right,Peabody,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,115,105,47,10,5,1,26,34,9,2,16,0.448,0.487,0.667,36.9,16.3,0.219,0.492,1.154,0.447,0,1.8,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
34244,SS,20,WALLY BURNETT,,16,USA,"Baltimore, MD","5' 11""",145 lbs,Switch,Right,Friends,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,22,22,111,99,40,13,1,1,21,33,11,5,15,0.404,0.468,0.586,29.2,12.3,0.182,0.458,1.054,0.419,0,1.4,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33815,2B,17,HENRY BUSH,,19,USA,"Sheffield, AL","6' 0""",190 lbs,Right,Right,Daniel Boone College,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,43,43,215,184,52,11,4,8,36,39,29,10,23,0.283,0.379,0.516,42.6,8.2,0.234,0.384,0.895,0.263,0,0.6,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
34223,SP,27,BOB BUTTS,,16,USA,"Camden, NJ","5' 11""",155 lbs,Right,Right,Passaic,-,Average,HS Junior,4,FB,87-89 Mph,Over the Top,Normal,9,9,46,39,16,3,1,0,11,13,1,3,4,0.41,0.409,0.538,9.1,7.9,0.128,0.382,0.948,0.41,0,0.3,0,7,3,13,13,7,2,0,0,0,94.2,65,3,18,14,22,122,1.33,0.247,0.92,8.4,0.3,6.2,2.1,11.6,5.5,0,0,0,0,1.76,0,4.5,4.8,Slot,-,Average
33940,3B,34,MAURY CAMPBELL,,17,USA,"Decatur, IL","5' 7""",145 lbs,Right,Right,Decatur,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,116,100,52,14,5,1,31,43,13,2,20,0.52,0.578,0.79,49.3,24.2,0.27,0.576,1.368,0.52,0,2.6,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33920,2B,29,HERB CAREY,,17,USA,"West Point, VA","5' 11""",155 lbs,Right,Right,West Point,-,Average,HS Junior,4,NEU,80-83 Mph,Normal (3/4),Normal,25,25,126,103,54,11,6,2,30,40,12,3,19,0.524,0.585,0.806,55.7,25.9,0.282,0.568,1.391,0.52,0,2.8,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33980,C,21,GROVER CARLSON,,17,USA,"Stillman Valley, IL","5' 10""",160 lbs,Right,Right,Stillman Valley,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,27,27,139,118,53,18,4,3,31,40,14,3,25,0.449,0.504,0.746,48.7,17.5,0.297,0.512,1.249,0.435,0,2.4,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
