ID,POS,#,Name,Nickname,Age,NAT,City,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc
33970,3B,25,BILL ANDERSON,,17,USA,"Columbus, OH","6' 2""",180 lbs,Right,Right,Central,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,71,71,362,292,127,31,3,6,82,108,43,15,40,0.435,0.517,0.623,104.5,15.5,0.188,0.484,1.14,0.434,0,5.3,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33495,CF,32,NOAH ANDERSON,,16,USA,"San Antonio, TX","5' 10""",155 lbs,Right,Right,Austin,-,Average,HS Junior,4,FB,83-85 Mph,Over the Top,Normal,28,28,140,110,49,14,6,5,36,39,20,6,25,0.445,0.533,0.818,53.1,20.2,0.373,0.539,1.351,0.431,0,2.7,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33937,SP,19,SPENCE ARMSTRONG,,17,USA,"Hoboken, NJ","6' 3""",170 lbs,Right,Right,Rice,-,Average,HS Junior,4,NEU,85-87 Mph,Normal (3/4),Normal,30,30,158,147,54,17,1,0,38,48,2,16,18,0.367,0.374,0.497,28.2,7.2,0.129,0.367,0.871,0.4,0,0.7,0,12,5,40,25,12,4,0,0,0,183,144,6,60,52,86,198,2.56,0.265,1.26,11.6,0.3,7.1,4.2,9.7,2.3,0,0,0,0,2.97,0,4.8,5.5,Slot,-,Average
34221,SP,23,CHARLIE ASHMORE,,17,USA,"Derby, CT","6' 2""",160 lbs,Right,Right,Kearny,-,Average,HS Junior,6,GB,85-87 Mph,Normal (3/4),GB'er,24,24,120,118,50,13,1,0,30,40,1,5,14,0.424,0.433,0.551,27.9,10.8,0.127,0.43,0.984,0.442,0,1.2,0,3,2,39,39,23,5,0,0,0,294.1,224,6,72,63,100,342,1.93,0.272,1.1,9.9,0.2,6.8,3.1,10.5,3.4,0,0,0,0,2.17,0,12,12.7,Slot,-,Average
33887,SP,29,HERM AXLINE,,17,USA,"Manistique, MI","5' 11""",150 lbs,Right,Right,Manistique,-,Average,HS Junior,3,NEU,85-87 Mph,Over the Top,Normal,19,19,99,93,38,12,2,0,28,27,0,10,14,0.409,0.388,0.581,20.6,8.4,0.172,0.4,0.968,0.432,0,0.7,0,9,5,45,45,22,11,0,0,0,341,285,14,102,94,130,368,2.48,0.271,1.22,11.1,0.4,7.5,3.4,9.7,2.8,0,0,0,0,2.76,0,10.6,12.1,Slot,-,Average
33582,LF,29,GUS BAILEY,,16,USA,"Kansas City, MO","5' 8""",155 lbs,Left,Left,Lawrence,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,45,45,231,207,86,24,0,0,49,68,16,7,24,0.415,0.461,0.531,53.6,11,0.116,0.433,0.992,0.424,0,2.4,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33997,2B,20,JOE BAILEY,,17,USA,"Ithaca, NY","6' 0""",165 lbs,Right,Right,Friendship,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,69,69,351,312,152,45,15,7,97,119,20,12,67,0.487,0.516,0.795,130.3,18,0.308,0.536,1.311,0.483,0,6.7,0,61,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33520,C,12,JOE BARNES,,16,USA,"West Springfield, MA","5' 9""",160 lbs,Right,Right,Watertown,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,122,101,41,13,2,4,30,41,19,8,19,0.406,0.504,0.693,37.6,15.6,0.287,0.502,1.197,0.416,0,2,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
35521,CF,12,RED BARNETT,,20,USA,"Carlisle, PA","5' 9""",155 lbs,Left,Left,Indianapolis Tech,-,Fair,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,136,136,688,605,214,34,15,3,116,177,65,9,52,0.354,0.417,0.474,134.9,8.2,0.121,0.388,0.891,0.353,0,4.3,0,134,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33756,CF,33,BILL BARRETT,,17,USA,"Vineland, NJ","6' 0""",160 lbs,Left,Left,Vineland,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,47,47,238,192,95,27,9,6,64,88,33,6,42,0.495,0.581,0.823,99.4,24.2,0.328,0.574,1.404,0.492,0,5.3,0,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33895,CF,23,FREDDIE BATTEN,,16,USA,"Haverhill, MA","6' 0""",165 lbs,Left,Left,Haverhill,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,70,70,358,300,126,31,6,4,74,99,46,13,41,0.42,0.496,0.603,98,13.9,0.183,0.468,1.099,0.425,0,4.7,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33723,SP,18,BOB BAUMGART,NO HANDS,20,USA,"Omaha, NE","5' 11""",170 lbs,Switch,Right,Springfield State,-,Great,CO Sophomore,4,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,5,10,0,0,0,175.1,195,22,116,114,111,102,5.85,0.298,1.75,15.9,1.1,10,5.7,5.2,0.9,0,0,0,0,5.64,0,-1,-0.7,Slot,-,Average
33829,C,25,HUCK BAYNE,,17,USA,"Knoxville, TN","6' 2""",185 lbs,Left,Right,Liberty,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,47,47,238,196,82,30,3,3,48,76,36,13,36,0.418,0.515,0.648,70.8,16.1,0.23,0.496,1.163,0.436,0,3.7,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33975,CF,12,AL BELL,,17,USA,"Lebanon, IL","5' 11""",165 lbs,Right,Right,Lebanon,-,Average,HS Junior,1,EX FB,80-83 Mph,Over the Top,Normal,77,77,392,343,156,36,3,1,92,120,38,13,40,0.455,0.509,0.586,108.6,14.5,0.131,0.473,1.095,0.467,0,5.3,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33948,C,25,KEN BENSON,,17,USA,"Richmond, VA","5' 10""",175 lbs,Right,Right,Varina,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,68,68,345,306,123,35,0,1,73,91,31,19,36,0.402,0.465,0.526,79.5,11.1,0.124,0.436,0.991,0.425,0,3.6,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33563,SS,13,EARL BERGH,,17,USA,"Philadelphia, PA","6' 0""",150 lbs,Right,Right,Caldwell,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,48,48,242,205,89,25,10,4,53,79,26,10,39,0.434,0.494,0.712,82.5,16.5,0.278,0.494,1.206,0.436,0,3.7,0,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
34314,LF,20,TONY BERMUDA,,20,USA,"New York, NY","6' 1""",180 lbs,Right,Right,Richmond State,-,Good,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,123,123,620,554,174,41,2,12,102,149,56,52,55,0.314,0.383,0.46,104.6,7.1,0.146,0.37,0.843,0.331,0,2.9,0,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33556,SP,7,ED BIRCH,WOODY,17,USA,"Natchez, MS","5' 11""",155 lbs,Right,Right,Milford,-,Average,HS Junior,4,GB,89-91 Mph,Normal (3/4),GB'er,21,21,106,97,35,9,0,4,28,35,4,5,13,0.361,0.379,0.577,20.6,7.7,0.216,0.393,0.956,0.344,0,0.7,0,9,5,27,27,17,5,0,0,0,216.1,156,3,45,40,64,277,1.66,0.277,1.02,9.2,0.1,6.5,2.7,11.5,4.3,0,0,0,0,1.72,0,10.7,10.6,Slot,-,Average
33879,2B,22,JOE BISHOP,,16,USA,"Pittsburgh, PA","5' 9""",140 lbs,Right,Right,Allderdice,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,51,51,258,210,94,24,8,3,54,78,35,9,35,0.448,0.531,0.681,81.4,15.9,0.233,0.507,1.212,0.453,0,4.3,0,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33932,CF,15,RANDY BIVENS,,17,USA,"Fairport Harbor, OH","5' 10""",155 lbs,Left,Left,Fairport Harbor,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,74,74,379,311,122,37,9,8,75,113,42,24,54,0.392,0.483,0.646,117.2,15.1,0.254,0.476,1.129,0.4,0,5.3,0,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33548,CF,15,DON BOOTH,,19,USA,"Farragut, TN","5' 10""",165 lbs,Left,Left,College of Waco,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,96,96,484,453,143,24,13,2,74,95,21,6,39,0.316,0.35,0.439,78.1,6.4,0.124,0.342,0.789,0.315,0,1.1,0,74,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33955,LF,8,FRANK BOOTH,,17,CAN,"Ottawa, ON","6' 0""",175 lbs,Left,Left,Gulfport,-,Average,HS Junior,3,NEU,75-80 Mph,Normal (3/4),Normal,70,70,355,295,117,37,3,13,82,110,48,26,53,0.397,0.486,0.675,101.8,13.8,0.278,0.486,1.16,0.402,0,5.3,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33513,3B,14,ROY BOSWORTH,,16,USA,"Memphis, TN","6' 1""",175 lbs,Right,Right,Marianna,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,22,22,114,92,41,10,0,2,23,31,17,5,12,0.446,0.536,0.62,33.6,15.9,0.174,0.492,1.155,0.453,0,1.8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33961,SP,9,ED BOWMAN,,17,USA,"Wharton, TX","6' 2""",165 lbs,Switch,Right,Wharton,-,Average,HS Junior,3,NEU,87-89 Mph,Normal (3/4),Normal,54,54,274,254,90,22,3,3,62,77,10,28,28,0.354,0.38,0.5,49,7.3,0.146,0.376,0.88,0.383,0,1.4,0,23,11,40,40,18,12,0,0,0,310.2,283,13,128,121,182,271,3.51,0.275,1.5,13.6,0.4,8.2,5.3,7.9,1.5,0,0,0,0,3.8,0,5.2,6.8,Slot,-,Average
33791,SP,45,DOM BOYD,,17,USA,"Norfolk, VA","6' 3""",175 lbs,Left,Right,Elizabeth City,-,Average,HS Junior,3,NEU,85-87 Mph,Normal (3/4),Normal,10,10,50,42,15,7,2,2,13,15,1,9,11,0.357,0.362,0.762,11.1,8.4,0.405,0.415,1.124,0.382,0,0.4,0,8,3,30,30,14,8,0,0,0,218.2,194,9,83,76,108,201,3.13,0.273,1.38,12.6,0.4,8,4.4,8.3,1.9,0,0,0,0,3.42,0,4.7,5.6,Slot,-,Average
33571,C,38,FRANK BRADBERRY,,16,USA,"Detroit, MI","6' 0""",170 lbs,Right,Right,Rochester,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,53,53,268,217,90,30,6,4,57,80,38,15,40,0.415,0.51,0.664,79.8,15.5,0.249,0.49,1.173,0.43,0,4,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33560,1B,9,DUTCH BREUNIG,,20,USA,"Erie, PA","6' 1""",210 lbs,Right,Right,Grange College,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,118,118,591,548,181,32,2,6,109,123,31,7,40,0.33,0.368,0.429,90.7,6.4,0.099,0.35,0.797,0.325,0,1.7,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33891,RF,4,JESSE BROCK,,17,USA,"Evanston, IL","5' 7""",135 lbs,Left,Left,Westcott Vocational,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,71,71,362,290,120,35,8,7,80,95,45,14,50,0.414,0.513,0.662,113.1,16.1,0.248,0.493,1.175,0.414,0,5.6,0,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33549,SP,20,CHARLIE BROTHERTON,,17,USA,"Mandan, ND","6' 2""",170 lbs,Right,Right,Volga,-,Average,HS Junior,2,NEU,85-87 Mph,Normal (3/4),Normal,26,26,132,118,43,7,1,0,27,39,9,10,8,0.364,0.405,0.441,22.6,7.3,0.076,0.371,0.845,0.387,0,0.6,0,8,4,25,25,11,5,0,0,0,172,134,6,39,36,48,165,1.88,0.246,1.06,9.7,0.3,7,2.5,8.6,3.4,0,0,0,0,2.62,0,5.7,7.8,Slot,-,Average
33860,SP,9,BOB BROWN,,17,USA,"Northfield, MA","6' 1""",175 lbs,Right,Right,Northfield,-,Average,HS Junior,4,NEU,85-87 Mph,Normal (3/4),Normal,31,31,159,152,55,14,0,0,37,41,3,12,14,0.362,0.367,0.454,26.3,6.8,0.092,0.355,0.821,0.385,0,0.5,0,8,3,30,30,19,2,0,0,0,218,178,6,50,46,43,254,1.9,0.289,1.01,9.3,0.2,7.3,1.8,10.5,5.9,0,0,0,0,1.89,0,9.9,9.8,Slot,-,Average
33782,SS,16,JIM BROWN,,20,USA,"Kansas City, KS","5' 11""",160 lbs,Right,Right,Northern Mississippi,-,Great,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,114,114,573,501,140,16,4,9,85,101,58,28,29,0.279,0.357,0.381,81.7,5.7,0.102,0.331,0.739,0.279,0,0.7,0,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33909,SP,5,PAUL BROWN,,17,USA,"East Orange, NJ","6' 1""",155 lbs,Left,Left,East Orange,-,Average,HS Junior,5,NEU,88-90 Mph,Normal (3/4),Normal,52,52,266,249,98,18,1,1,63,81,5,13,20,0.394,0.405,0.486,50.4,8.3,0.092,0.383,0.891,0.404,0,1.6,0,7,4,45,30,15,5,0,0,0,221.2,179,8,60,53,66,252,2.15,0.276,1.11,10.2,0.3,7.3,2.7,10.2,3.8,0,0,0,0,2.37,0,7.9,8.3,Slot,-,Average
33809,RF,79,SKINNY BROWN,,20,USA,"Ann Arbor, MI","5' 10""",175 lbs,Left,Left,Cookeville State,-,Average,CO Sophomore,1,NEU,80-83 Mph,Sidearm,Normal,106,106,532,474,143,23,2,12,85,113,52,9,37,0.302,0.372,0.435,82.6,6.6,0.133,0.356,0.807,0.289,0,1.8,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33500,RF,2,BILLY BRYANT,,16,USA,"Newark, NJ","6' 0""",170 lbs,Left,Left,Claude,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,137,111,47,13,0,4,30,46,19,3,17,0.423,0.504,0.649,39.4,15.2,0.225,0.482,1.152,0.402,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33913,CF,3,DAVE BRYANT,,17,USA,"Sacramento, CA","5' 10""",150 lbs,Left,Left,Christian Brothers,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,75,75,381,331,140,42,3,6,86,122,36,18,51,0.423,0.485,0.622,107.2,14.3,0.199,0.47,1.108,0.434,0,5.1,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33872,1B,10,FRANK BUNCH JR.,,17,USA,"Port Jervis, NY","5' 11""",170 lbs,Left,Left,Port Jervis,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,46,46,237,206,104,26,10,2,58,85,22,7,38,0.505,0.545,0.757,90.3,20.7,0.252,0.542,1.302,0.505,0,4.7,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33514,CF,82,BILL BURKETT,,20,USA,"Somerville, MA","5' 11""",165 lbs,Left,Right,Eastern State,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,63,63,319,272,73,13,6,8,49,59,39,17,27,0.268,0.365,0.449,54.8,7.1,0.18,0.356,0.813,0.26,0,1.1,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33531,CF,6,TURKEY BURKETT,,17,USA,"Buffalo, NY","5' 10""",150 lbs,Left,Left,Newfane,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,47,47,239,181,75,27,7,4,48,63,38,17,38,0.414,0.534,0.707,81.4,17.4,0.293,0.51,1.241,0.436,0,4,0,52,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33925,3B,3,MARTY BURNETT,,16,USA,"Pittsburgh, PA","6' 1""",175 lbs,Right,Right,Peabody,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,71,71,359,320,145,39,12,2,82,113,31,11,53,0.453,0.494,0.669,114.6,16.3,0.216,0.491,1.163,0.458,0,5.4,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
34244,SS,20,WALLY BURNETT,,16,USA,"Baltimore, MD","5' 11""",145 lbs,Switch,Right,Friends,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,74,74,373,319,131,37,9,4,77,104,45,15,50,0.411,0.486,0.621,104.3,13.3,0.21,0.47,1.107,0.422,0,5,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33815,2B,17,HENRY BUSH,,19,USA,"Sheffield, AL","6' 0""",190 lbs,Right,Right,Daniel Boone College,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,102,102,512,439,124,24,10,13,87,94,69,27,47,0.282,0.378,0.472,91.1,7.3,0.189,0.37,0.85,0.277,0,2.4,0,76,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
34223,SP,27,BOB BUTTS,,16,USA,"Camden, NJ","5' 11""",155 lbs,Right,Right,Passaic,-,Average,HS Junior,4,FB,87-89 Mph,Over the Top,Normal,57,57,291,272,106,20,2,3,60,84,5,14,25,0.39,0.396,0.511,56.8,8.3,0.121,0.387,0.907,0.392,0,1.8,0,15,7,45,38,18,7,0,0,0,282,225,11,75,65,80,314,2.07,0.265,1.08,9.9,0.4,7.2,2.6,10,3.9,0,0,0,0,2.4,0,10.3,11.1,Slot,-,Average
33940,3B,34,MAURY CAMPBELL,,17,USA,"Decatur, IL","5' 7""",145 lbs,Right,Right,Decatur,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,68,68,345,296,151,40,14,3,90,120,38,10,57,0.51,0.572,0.77,138.9,22.3,0.26,0.562,1.342,0.521,0,7.4,0,55,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33920,2B,29,HERB CAREY,,17,USA,"West Point, VA","5' 11""",155 lbs,Right,Right,West Point,-,Average,HS Junior,4,NEU,80-83 Mph,Normal (3/4),Normal,74,74,374,295,158,35,18,12,105,134,50,11,65,0.536,0.611,0.898,186.4,30.5,0.363,0.61,1.509,0.523,0,9.6,0,87,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
33980,C,21,GROVER CARLSON,,17,USA,"Stillman Valley, IL","5' 10""",160 lbs,Right,Right,Stillman Valley,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,73,73,375,313,139,43,12,5,86,106,48,12,60,0.444,0.52,0.706,127.8,17.6,0.262,0.512,1.226,0.447,0,6.4,0,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,-,Average
