ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
35337,SP,2,HOWIE BRAY,,20,USA,"New York, NY","6' 4""",195 lbs,Right,Right,Hillsborough College,-,Fair,CO Sophomore,3,NEU,84-86 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,5,0,0,0,86.2,98,9,51,49,43,60,5.09,0.319,1.63,14.6,0.9,10.2,4.5,6.2,1.4,0,0,0,0,4.65,0,0.5,0.3,Slot,Extremely Hard,Average,1935,
34176,SP,33,JOHNNY BREWSTER,,16,USA,"Hackensack, NJ","6' 0""",155 lbs,Right,Right,Jay,-,Average,HS Junior,4,NEU,83-85 Mph,Normal (3/4),Normal,10,10,50,48,18,5,1,0,12,16,1,6,6,0.375,0.388,0.521,9.4,7.5,0.146,0.386,0.909,0.429,0,0.3,0,7,3,16,16,9,3,0,0,0,126.1,118,6,45,42,45,94,2.99,0.268,1.29,11.8,0.4,8.4,3.2,6.7,2.1,0,0,0,0,3.47,0,2.6,3.6,Slot,Extremely Hard,Average,1935,
35460,SS,25,ERNIE BROWN,THE HANDYMAN,20,USA,"Parkersburg, WV","6' 0""",170 lbs,Switch,Right,Rainier College,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,45,45,228,214,65,11,1,1,44,40,9,11,13,0.304,0.333,0.379,29.4,5,0.075,0.315,0.712,0.312,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35275,CF,12,JIM J. BROWN,,17,USA,"Grand Rapids, MI","5' 6""",125 lbs,Right,Right,Summerfield,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,23,23,119,107,50,12,5,2,28,42,7,2,19,0.467,0.521,0.729,41.6,17.5,0.262,0.532,1.25,0.466,0,2.2,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
37366,SP,43,NORM BROWN,,20,USA,"Nashville, TN","6' 0""",160 lbs,Left,Right,Bayou State College,-,Great,CO Sophomore,6,EX GB,85-87 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,5,2,0,0,0,84.1,83,2,33,29,26,51,3.09,0.296,1.29,11.7,0.2,8.9,2.8,5.4,2,0,0,0,0,3.26,0,1.9,1.9,Slot,Extremely Hard,Average,1935,
34140,2B,7,TED BROWN,TOPSY,17,USA,"Jersey City, NJ","5' 8""",140 lbs,Right,Right,Henry Snyder High School,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,24,24,120,103,57,12,5,3,34,43,11,5,20,0.553,0.592,0.854,55.2,26.2,0.301,0.6,1.446,0.551,0,3,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
35451,RF,4,CHICK BROWNING,,17,USA,"Chicago, IL","5' 10""",160 lbs,Left,Left,Joliet,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,25,25,127,107,47,13,2,2,28,35,18,4,17,0.439,0.512,0.654,38.5,16,0.215,0.497,1.166,0.437,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34241,SS,9,JOHNNY BUNCE,,16,USA,"West Allis, WI","5' 9""",145 lbs,Switch,Right,Highwood,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,107,48,11,3,0,24,43,15,5,14,0.449,0.516,0.607,39.3,15.2,0.159,0.48,1.124,0.466,0,1.8,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35454,CF,2,LYLE BURCH,BULLET,17,USA,"Youngstown, OH","6' 0""",160 lbs,Right,Right,Berea,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,117,54,14,5,3,33,41,10,4,22,0.462,0.512,0.744,47.9,17.9,0.282,0.531,1.255,0.464,0,2.4,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34204,2B,9,YANK BUXTON,,20,USA,"Newark, NJ","5' 9""",175 lbs,Right,Right,Smithfield College,-,Average,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,44,44,220,191,59,11,1,1,39,36,26,9,13,0.309,0.395,0.393,37,7.1,0.084,0.358,0.788,0.319,0,0.8,0,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35318,SP,15,JOHN CALDERON,,16,USA,"Yonkers, NY","5' 11""",155 lbs,Left,Left,Rice,-,Average,HS Junior,3,FB,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,2,0,0,0,60.1,54,2,25,24,37,53,3.58,0.277,1.51,14,0.3,8.1,5.5,7.9,1.4,0,0,0,0,3.86,0,0.8,1.2,Slot,Extremely Hard,Average,1935,
34150,2B,10,HAL CALDWELL,,17,USA,"New York, NY","5' 9""",150 lbs,Right,Right,Marcus Hook,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,21,21,108,88,43,9,2,0,23,34,15,4,11,0.489,0.566,0.636,36.5,18.9,0.148,0.513,1.202,0.506,0,1.9,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34259,2B,8,WALT CALDWELL,,20,USA,"Butte, MT","5' 9""",170 lbs,Right,Right,Coastal California,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,63,63,317,270,73,14,5,3,46,54,43,22,22,0.27,0.373,0.393,47.1,6.1,0.122,0.345,0.766,0.285,0,0.8,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35424,SP,19,JUAN CAMPOS,,19,USA,"Brady, TX","5' 10""",160 lbs,Left,Left,Carbondale,-,Great,CO Sophomore,3,FB,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,4,9,0,0,0,125.1,151,16,82,78,57,61,5.6,0.31,1.66,15,1.1,10.8,4.1,4.4,1.1,0,0,0,0,5.27,0,-0.1,-0.3,Slot,Extremely Hard,Average,1935,
37727,SP,36,ROY CAREY,,20,USA,"Ahoskie, NC","5' 11""",160 lbs,Right,Right,George Fox University,-,Great,CO Sophomore,6,EX GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,9,4,0,0,0,119.2,123,2,48,44,38,52,3.31,0.291,1.35,12.3,0.2,9.3,2.9,3.9,1.4,0,0,0,0,3.55,0,2.4,2.7,Slot,Extremely Hard,Average,1935,
35265,CL,20,DAN CARPENTER,,20,USA,"Norwood, OH","5' 11""",165 lbs,Switch,Right,Central Kentucky,-,Great,CO Sophomore,2,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,3,6,0,0,0,91.1,99,13,64,61,61,78,6.01,0.319,1.75,16.1,1.3,9.8,6,7.7,1.3,0,0,0,0,5.44,0,-0.3,-0.7,Slot,Extremely Hard,Average,1935,
34265,1B,41,JIM CASSIDY,,17,USA,"New York, NY","6' 1""",200 lbs,Left,Left,Lehighton,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,116,95,38,12,2,5,26,35,17,6,19,0.4,0.496,0.726,36.8,16.3,0.326,0.505,1.222,0.388,0,1.9,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34143,C,17,JACK CHAMBERLAIN,,17,USA,"Baltimore, MD","5' 11""",175 lbs,Switch,Right,Westminster,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,24,24,124,102,42,11,2,1,27,39,18,5,14,0.412,0.508,0.588,32.8,13.2,0.176,0.471,1.096,0.427,0,1.7,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34148,LF,7,JIMMY CHASE,,17,USA,"Chico, CA","6' 0""",180 lbs,Switch,Right,Willows,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,26,26,132,107,43,11,0,4,31,38,20,6,15,0.402,0.496,0.617,36.5,14.3,0.215,0.474,1.113,0.394,0,1.8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34185,1B,51,TONY CHEELY,,17,USA,"Philadelphia, PA","6' 2""",195 lbs,Right,Right,Trevorton,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,124,103,47,9,2,5,33,47,19,9,16,0.456,0.548,0.728,44.1,20.2,0.272,0.541,1.277,0.472,0,2.4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34360,3B,10,SAM CHRISTIAN,,20,USA,"Chicago, IL","5' 10""",180 lbs,Switch,Right,Lincoln College,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,50,50,250,209,59,9,5,4,39,39,34,8,18,0.282,0.4,0.431,43.3,7.3,0.148,0.374,0.831,0.279,0,1.2,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35349,SP,10,JACK CLEMENTS,,20,USA,"Dayton, OH","6' 4""",190 lbs,Right,Right,Northern Mississippi,-,Great,CO Sophomore,5,GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,9,2,0,0,0,105.1,96,2,36,33,34,86,2.82,0.297,1.23,11.4,0.2,8.2,2.9,7.3,2.5,0,0,0,0,2.87,0,3.1,3.2,Slot,Extremely Hard,Average,1935,
